0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,outcome,treated
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,18.25245835,0
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,18.25245835,0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6.018464341,0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.550001423,0
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-5.003369288,0
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,29.85569553,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,30.43709907,0
0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,14.28386047,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.60323718,0
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,8.699087637,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,30.43709907,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,28.38723261,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,36.02187191,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.59986789,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.57524262,0
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,18.25245835,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,28.38723261,0
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8.699087637,0
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.581403549,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.8338619,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33.97200544,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8.699087637,0
0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8.699087637,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,35.44046836,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.8338619,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73801144,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,45.57524262,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.8338619,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39.99046979,0
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,11.60323718,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-15.13814355,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.88709765,0
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39.99046979,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,11.60323718,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.30232481,0
0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,-3.53490637,0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,16.1532386,0
1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,36.02187191,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,36.02187191,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.003369288,0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,33.97200544,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,23.83723118,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.1532386,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6.59986789,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12.18464073,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-15.13814355,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.018464341,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.049866467,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.581403549,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,35.44046836,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33.97200544,0
0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-3.53490637,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,23.83723118,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,25.88709765,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.049866467,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29.85569553,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,18.8338619,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73801144,0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.581403549,0
1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,39.99046979,0
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,45.57524262,0
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,29.85569553,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.003369288,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-9.553370711,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18.25245835,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-5.584772836,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.73801144,0
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,-3.53490637,0
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,24.41863473,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.88709765,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18.25245835,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24.41863473,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18.25245835,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,35.44046836,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36.02187191,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13477426,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.8338619,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,45.57524262,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.550001423,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13477426,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.30232481,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9.553370711,0
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,25.88709765,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.018464341,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,24.41863473,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24.41863473,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,30.43709907,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39.99046979,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45.57524262,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.30232481,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23.83723118,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-15.13814355,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,30.43709907,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.30232481,0
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,11.60323718,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.550001423,0
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,12.18464073,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-9.553370711,0
0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2.049866467,0
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,18.8338619,0
0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,20.30232481,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36.02187191,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-15.13814355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.88709765,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11.60323718,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,25.88709765,0
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,16.1532386,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9.553370711,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,18.25245835,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-3.53490637,0
0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-3.53490637,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,33.97200544,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60323718,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-15.13814355,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,21.73801144,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-9.553370711,0
1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-5.003369288,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,45.57524262,0
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,24.41863473,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,14.28386047,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.13477426,0
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,16.1532386,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6.59986789,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-15.13814355,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.60323718,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29.85569553,0
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,18.25245835,0
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,29.85569553,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,20.30232481,0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.581403549,0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,6.018464341,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.25245835,0
1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,36.02187191,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.59986789,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.018464341,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,35.44046836,0
1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,30.43709907,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,24.41863473,0
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8.699087637,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.8338619,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.25245835,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33.97200544,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,20.30232481,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,18.8338619,0
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,12.18464073,0
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,28.38723261,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.584772836,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,6.018464341,0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,20.30232481,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.550001423,0
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.59986789,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.584772836,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,-5.584772836,0
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,18.25245835,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.57524262,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,35.44046836,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36.02187191,0
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,24.41863473,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,6.59986789,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.049866467,0
1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,30.43709907,0
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,35.44046836,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,39.99046979,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,20.30232481,0
0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,14.28386047,0
1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,36.02187191,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.550001423,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.049866467,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14.28386047,0
0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,8.699087637,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.550001423,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.25245835,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.581403549,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-9.553370711,0
0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,29.85569553,0
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,30.43709907,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.60323718,0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,21.73801144,0
1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,12.18464073,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,23.83723118,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,45.57524262,0
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,45.57524262,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.003369288,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-15.13814355,0
0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,29.85569553,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,16.1532386,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,28.38723261,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,28.38723261,0
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,45.57524262,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,21.73801144,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-15.13814355,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.018464341,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.60323718,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,33.97200544,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.38723261,0
1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,45.57524262,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,14.28386047,0
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,30.43709907,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.59986789,0
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,29.85569553,0
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,25.88709765,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.553370711,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-5.584772836,0
1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,36.02187191,0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,25.88709765,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16.1532386,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14.28386047,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11.60323718,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.38723261,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33.97200544,0
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,18.8338619,0
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,28.38723261,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,36.02187191,0
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,29.85569553,0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28.38723261,0
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.59986789,0
1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,45.57524262,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.018464341,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.13477426,0
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,16.1532386,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,35.44046836,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-5.584772836,0
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,24.41863473,0
1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,12.18464073,0
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-15.13814355,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.97200544,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8.699087637,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,23.83723118,0
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,-9.553370711,0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,33.97200544,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.83723118,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16.1532386,0
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,33.97200544,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60323718,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.13477426,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.584772836,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18.25245835,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24.41863473,0
1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,30.43709907,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.584772836,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,16.1532386,0
1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,18.8338619,0
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,20.30232481,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23.83723118,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36.02187191,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.73801144,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,12.18464073,0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,25.88709765,0
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-15.13814355,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,23.83723118,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,16.1532386,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.59986789,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.53490637,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.28386047,0
1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,36.02187191,0
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,-3.53490637,0
0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,-5.584772836,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.28386047,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12.18464073,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.003369288,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13814355,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23.83723118,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,23.83723118,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.83723118,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.049866467,0
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,28.38723261,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29.85569553,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.97200544,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.581403549,0
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,20.30232481,0
1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,6.59986789,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29.85569553,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.88709765,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-9.553370711,0
1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,16.1532386,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.581403549,0
0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,8.699087637,0
0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,29.85569553,0
0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,25.88709765,0
0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,25.88709765,0
1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,36.02187191,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-9.553370711,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,25.88709765,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2.049866467,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.13477426,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,35.44046836,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12.18464073,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.550001423,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-9.553370711,0
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,28.38723261,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.60323718,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,12.18464073,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,29.85569553,0
0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,6.018464341,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1532386,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.699087637,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.88709765,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.584772836,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.550001423,0
1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,30.43709907,0
1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,12.18464073,0
0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,25.88709765,0
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,36.02187191,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,21.73801144,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.581403549,0
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,30.43709907,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39.99046979,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.44046836,0
0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,11.60323718,0
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-9.553370711,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24.41863473,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,39.99046979,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.25245835,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,23.83723118,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.38723261,0
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-5.003369288,0
