"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","outcome","treated"
"0","1","1","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0",-0.358505251799036,1
"0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","1",-5.95310643854305,0
"0","1","1","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","1",-4.64856772552005,0
"1","0","0","0","0","1","0","1","1","1","1","1","0","1","0","0","0","1","1","0",14.98362626963,0
"1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","1","1",19.2998840701558,0
"1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","1",20.2300402896641,1
"0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1",-6.23206004530689,0
"1","0","0","1","1","0","1","1","0","1","1","1","1","0","0","0","1","1","0","0",15.2576319859408,0
"0","0","1","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","0","0",5.06827137086431,0
"0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","1","0","0","1","1",-6.10383789088048,1
"1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",15.9116280635192,0
"1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","0","1","0","1",19.297837746282,1
"0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0",-0.71105498612302,1
"0","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1",-5.16117933343179,0
"0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0",4.43866002984289,1
"1","1","0","0","1","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1",10.2574561676341,1
"0","1","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0",-4.01861692827728,0
"1","0","1","1","1","1","1","0","0","1","0","1","0","1","0","0","0","1","1","0",20.0455812698882,0
"0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","1",1.25959937153715,1
"0","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","0","1",0.22700688678414,1
"1","1","1","0","1","1","1","0","1","1","0","1","0","1","0","0","1","1","0","1",15.942483310373,1
"0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0",-9.09750714008011,0
"1","1","1","1","0","1","0","0","1","1","1","1","1","0","0","1","0","1","0","1",9.99782328004355,0
"0","1","1","1","0","0","0","1","1","0","0","1","0","1","1","0","1","1","0","1",-4.83542605715648,0
"0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0",-1.01046033083031,0
"1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1",21.1319355262576,1
"1","0","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","0",23.6327618266277,1
"1","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1",23.7368226110328,1
"0","0","1","1","0","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1",4.12452620815933,0
"0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0",3.16163723671091,1
"1","0","0","1","1","1","0","1","0","0","1","0","0","0","1","1","1","1","0","0",21.3666075682262,1
"0","0","1","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0",10.2573309396612,1
"0","0","1","1","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0",11.1932538905914,1
"1","1","1","0","0","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1",9.86770248804201,0
"0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","1","0",6.92735419273789,0
"0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1",9.42880330632525,1
"0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","1","0",0.341564779992802,0
"0","0","0","1","1","0","0","0","0","1","1","1","0","0","1","0","0","0","1","0",0.0818037138763652,0
"0","1","0","0","0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","0",-3.61681491161935,1
"0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","1",4.12706158773372,1
"1","0","1","1","1","0","0","1","0","0","0","0","1","1","1","0","1","1","1","1",27.2675636592532,1
"1","0","1","0","1","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0",25.3767398015593,1
"1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0",20.8828304392794,1
"0","0","0","1","0","1","1","0","1","0","0","0","0","1","1","1","0","0","1","0",5.43768202000269,1
"1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0",18.7111169833067,1
"0","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0",-5.08983390881059,0
"1","1","0","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1",3.96928409696215,0
"0","1","1","1","0","1","1","1","0","0","1","1","1","0","1","1","0","1","1","0",1.30912306744488,1
"1","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0",3.9990774081536,0
"0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","0",-1.83535679515187,0
"0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1",-5.32763267409556,1
"0","0","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1",12.0867983862208,1
"1","1","0","0","1","1","0","1","0","0","0","0","0","1","0","1","1","0","1","0",10.5030070636795,1
"1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0",14.3234131449745,0
"1","1","1","0","0","1","0","1","0","0","1","0","1","1","0","1","1","1","1","0",10.634765739486,0
"1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","1","1","1",13.9265611497485,0
"0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0",-3.45116789624461,1
"0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","1","1","1","1","1",0.236398135453134,1
"1","0","0","0","1","0","1","1","1","1","0","0","1","1","1","0","0","0","1","1",15.121483184527,0
"0","0","1","0","0","1","1","0","0","0","1","1","1","0","0","0","1","1","0","1",9.17388806933037,1
"0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0",4.63326037749863,1
"0","0","1","0","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0",5.7368380862038,0
"1","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1",16.9357707066701,1
"1","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","1","1","0","1",10.3824720768108,1
"1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","1","0","1","1",20.8932170528786,1
"0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0",0.723910384415225,0
"1","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","1","1","1","0",14.3641575410134,0
"0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0",9.09161042643096,1
"0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1",0.329446678903124,1
"1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0",24.4627040876848,1
"1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1",19.8901440869711,0
"1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","1","0",10.576582618646,0
"1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1",6.04992217867741,0
"0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0",-0.691590876387983,0
"0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","1",9.64702582563766,1
"0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0",5.93623417812306,0
"0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1",-5.81779090322129,0
"1","1","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0",4.29633801087475,0
"0","1","1","0","0","1","1","1","1","1","0","0","1","0","0","1","1","1","0","0",1.32323762469622,1
"1","0","0","0","1","0","1","1","1","1","1","0","1","0","0","1","1","1","0","0",16.0086254925933,0
"1","0","0","1","0","0","0","1","0","1","1","0","1","0","1","1","1","0","0","1",19.7605731603172,1
"1","1","1","0","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","1",11.0598947970022,0
"0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1","1","1","0",-5.23655120349281,1
"0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","1",10.1480811848193,1
"1","0","0","1","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","1",18.7983907309342,1
"1","1","0","1","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0",2.73881188038778,0
"1","0","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1",15.2991437602978,0
"1","1","0","0","1","1","0","1","0","1","1","0","1","0","1","0","1","1","1","0",11.5096209927642,1
"0","1","1","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0",-4.07901448211913,0
"0","0","1","0","1","1","0","1","1","1","0","0","1","1","1","1","0","0","0","1",6.67427629161504,0
"0","0","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0",9.39727546594806,1
"1","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0",20.0415346710044,1
"0","1","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","0","1","0",-4.80052380517704,0
"1","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1",9.13885937333066,0
"1","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0",14.6756230779306,0
"1","0","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0",21.2959927361642,0
"0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","1",-3.57650398566678,0
"1","0","0","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1","1","0",13.3886161553841,0
"1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","1","0",10.0955000485595,0
"0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0",5.15056401500084,1
"1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",2.774544759121,0
"0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1",-6.12102642711476,1
"1","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0",21.3560548011719,0
"1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0",10.2069672007901,0
"0","1","1","0","0","0","0","1","0","0","1","1","0","1","1","0","1","1","1","0",-5.67477071062259,0
"0","1","1","1","0","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1",0.395331671003363,1
"1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0",20.3283977608953,1
"0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0",5.30251913097127,0
"0","1","1","1","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","0",-4.98107059794906,0
"1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","0","0","0",12.2120512399205,0
"1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","1","0","1",20.6592398842952,1
"1","1","1","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","1","1",14.4775443090035,1
"0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","1","0","1","0","0",0.382362925117554,0
"1","1","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","1","1",10.8733845981092,0
"0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","1","1","1",-0.746421744560521,1
"0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0",-10.0525027759482,0
"1","1","0","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","1","0",7.08190552993032,0
"0","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","1","0","0","1",-5.78472915228733,1
"1","1","1","0","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0",16.0784067292262,1
"1","1","1","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","0",9.18535946941897,0
"1","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","1",15.3324913274191,0
"0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","1","1",-5.47505735883596,1
"0","0","1","0","1","0","1","0","1","1","1","0","0","0","1","1","0","0","1","1",6.8732450156891,0
"0","0","0","1","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0",-0.6892743652787,0
"1","1","1","1","1","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0",10.8273067226998,0
"1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0",14.0475717610015,0
"0","1","1","1","0","1","0","1","0","0","1","0","1","1","0","1","1","1","0","0",-5.36050812758184,0
"0","1","1","1","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0",-1.33072077807272,1
"1","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1",9.55783388244556,1
"1","0","1","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","0",19.1225215769862,0
"0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0",10.8787195545119,1
"1","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","1",4.09992428113636,0
"0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0",0.629664490348468,1
"0","1","1","0","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0",0.247992450492763,1
"0","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","1","1","0","1",-5.71210147508949,0
"1","0","1","1","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1",26.0806588477072,1
"0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0",4.8720330456132,1
"1","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","0",14.5203030407101,0
"0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1",3.92649849895748,1
"1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0",15.4010629718208,0
"1","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","0","1",18.5278196643011,1
"0","0","1","0","1","0","1","1","0","1","1","0","0","1","0","0","1","1","1","0",10.3253339031434,1
"0","0","0","1","1","0","1","1","1","1","0","1","0","1","1","1","1","0","0","0",-0.0165505012122256,0
"1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0",20.1728620912759,1
"0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1",6.78442788127224,0
"1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1",26.0277445643779,1
"0","1","0","0","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","1",-8.46397829691188,0
"0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1",1.10585015517579,0
"0","1","1","1","1","1","0","0","0","1","1","0","0","0","0","1","1","1","0","0",-5.39044584135629,0
"1","1","1","0","0","1","1","0","0","1","0","0","1","0","1","1","1","0","0","0",10.6960514100642,0
"0","1","1","0","0","0","1","1","1","0","1","1","0","0","1","1","1","0","1","1",0.324781040031849,1
"1","1","0","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","0","0",9.99445532896259,1
"0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","1","0","1",5.30759289294535,1
"1","0","1","0","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","0",25.3491637185646,1
"1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1",25.6129433484218,1
"1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1",15.7796549501346,1
"1","1","1","0","1","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1",13.8439830227602,1
"0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","0","1","0","0",3.97455913698268,0
"0","1","1","0","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","1",-3.37517697162074,0
"0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1",-5.64612537861263,1
"1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","1",21.6607400776369,1
"0","1","0","0","1","1","0","1","1","1","0","0","1","1","1","1","0","0","1","1",-12.1666789304458,0
"1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1",9.51106343538335,0
"0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0",-0.121085399888072,1
"0","1","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0",0.0299761376956349,1
"1","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","0",18.5534420913482,1
"0","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","0",-4.84043105960228,1
"1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0",4.49818880545023,0
"1","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0",9.88992390358798,0
"1","1","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","1","1",4.92020587912303,0
"1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","0","1",15.7322281695693,0
"0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1",0.518106408263191,1
"1","0","1","1","0","1","1","1","0","0","1","0","1","1","0","0","0","1","0","1",27.1694748794492,1
"1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0",21.4822992348501,1
"0","1","1","0","1","1","0","1","1","0","1","1","0","0","1","0","1","0","1","0",0.730924346608868,1
"1","1","0","1","0","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0",10.8570205129129,1
"0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","0","1","0","0",4.74508170960499,1
"1","1","1","1","1","0","1","0","0","0","1","0","1","1","0","0","1","0","1","1",8.06980538428169,0
"1","0","1","0","1","1","0","0","1","0","0","1","1","1","0","1","0","0","1","1",18.7223001100637,0
"1","1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","0","1","0",9.55762348982693,0
"0","0","0","0","1","0","1","1","1","1","0","1","0","1","1","0","0","1","1","0",6.393883895775,1
"0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1",6.4659475881373,1
"1","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","1",15.6166703976895,0
"1","0","1","0","0","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1",25.0617444109541,1
"1","0","1","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1","1","0",24.3282682952037,1
"0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0",-3.56603475089988,0
"1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1",19.3059101135015,1
"0","1","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0",1.88437078206804,1
"1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","0","1","0",10.9020038174164,0
"1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","0","0","1","0",8.89157525764571,0
"0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","1","0","0","1","0",-5.118998486989,0
"1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",5.62397096921125,0
"1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1",20.282877350006,1
"0","1","1","0","0","1","1","1","0","1","0","0","1","1","0","1","1","1","1","0",-4.28263703483953,0
"1","1","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1",15.439492003002,1
"1","0","1","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","1",24.2844573287148,1
"0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","0","1","1","0","0",4.19647348063184,1
"1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1",18.7799695338197,1
"0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","1","1",-5.70522692736513,1
"0","1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","0",0.622461349061032,1
"1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","0","1","0","0","0",15.898675647812,0
"0","1","1","1","1","1","0","0","0","1","1","0","1","0","1","1","0","0","1","0",-5.1970135002975,0
"1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0",10.4274582784089,0
"0","0","1","0","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1",5.78829056999471,0
"0","1","0","1","0","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0",-4.68742131094715,1
"1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1",14.416971855915,0
"1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0",24.2702234715359,1
"0","0","1","0","1","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1",4.54426742107952,0
"1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","1",10.2007288278427,0
"1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",15.2989845325233,0
"1","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","0","1","1",19.7539744707943,1
"0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1",9.70534108260368,1
"0","1","0","0","0","1","1","1","1","0","0","1","0","1","0","1","0","1","0","0",-4.41040391167776,1
"1","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0",14.7540494187377,0
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","1","1",9.13851166120874,1
"0","0","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1",3.9716373353999,0
"1","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","0",27.6292560625824,1
"0","1","0","1","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","0",-4.13116347665546,1
"0","1","0","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","1","1",-10.6365423019031,0
"1","1","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0",10.2529895596798,0
"0","1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","1","0","1",-5.15453365589894,0
"0","1","0","1","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1",-5.59682016649595,1
"0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0",-9.5759666299019,0
"0","1","0","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","1","1",-9.82354474295928,0
"0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0",4.62619435431385,0
"1","0","0","1","0","1","0","0","1","0","1","1","0","0","1","1","0","1","0","1",19.6680714420468,1
"1","0","1","1","1","1","1","1","1","0","0","1","1","1","0","0","0","1","1","1",20.2819970111059,0
"1","1","1","0","0","1","1","1","1","0","1","0","0","1","0","0","0","1","1","0",13.9083897736948,1
"1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0",13.919315626444,0
"1","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1",26.5078916368014,1
"0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0",5.10112536203088,0
"1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","1",26.3032907968872,1
"0","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0",5.55787693980664,1
"0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1",-5.20467795668469,0
"0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","0","0","0",-5.95076503849932,0
"0","1","0","0","0","1","0","1","0","0","1","0","1","1","0","1","0","1","1","1",-7.96614528559097,0
"0","1","0","1","0","1","0","0","1","0","1","1","0","1","0","1","0","1","0","1",-4.98921621956546,1
"0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","1","1","0","1","1",-4.70742537881842,0
"0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","1",6.907343931109,1
"1","1","1","0","1","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1",16.7190405483383,1
"1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1",14.9093362722018,0
"1","1","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0",16.8418864407412,1
"0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0",-6.55201574380594,0
"1","1","0","0","1","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0",12.1862692725722,1
"1","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0",18.4590770942009,0
"1","0","1","1","1","0","0","0","1","1","0","1","0","0","0","1","1","0","1","1",21.0120224608532,0
"0","1","1","1","0","1","1","0","1","1","1","1","1","0","0","0","0","0","1","1",-6.05086925536415,0
"0","1","0","0","1","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0",-5.69794307939771,1
"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0",-1.73763931996727,0
"0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0",-9.29682029470976,0
"1","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1",14.1485629859522,0
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1",6.81293779101864,0
"0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","0","1",5.17107525818973,1
"0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","0","0",4.36048188110709,1
"1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","0",5.15535269909997,0
"1","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1",20.8623560598883,1
"1","0","0","0","0","1","1","0","1","0","1","0","0","1","1","0","1","0","0","0",19.5804602358677,1
"1","1","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0","1","1","0",16.7592836175326,1
"1","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","0",19.7824912430789,1
"1","0","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0","1","1",20.0310165681063,0
"1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0",5.03466013238962,0
"1","1","0","1","1","0","0","1","1","0","1","1","1","1","0","0","1","1","1","1",8.96672401605602,1
"0","1","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1",-5.44788462117624,1
"0","0","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","1","0","1",3.80427968065712,0
"0","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","1",4.18678335517177,0
"1","0","1","0","0","1","0","0","0","0","1","1","1","1","1","1","1","0","1","0",24.406033935396,1
"1","0","1","1","0","1","1","0","1","0","1","0","0","1","1","1","0","0","0","0",19.4169731552488,0
"0","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1",10.9019962166821,1
"1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1",10.2700312112282,1
"0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","1","1","0","1",0.0983454925679728,0
"1","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0",20.1610679547577,1
"0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0",4.84495421625571,0
