"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","outcome","treated"
"0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","0",5.14721232111323,1
"0","1","0","1","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0",-11.3107467801201,0
"0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1",-3.54810005229228,1
"0","0","0","0","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0",-1.91025772771366,0
"1","1","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1",6.70048719736218,0
"1","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0",20.121806136652,0
"0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","1","1",6.15005970478883,1
"1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","1",4.74891719525074,0
"1","1","1","1","0","0","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0",16.559314353749,1
"0","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1",-3.01336219915956,1
"1","1","1","0","0","0","1","1","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","0","1","1","1","0","1",14.0151255828405,1
"1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","1","1","0","1","0",15.13253801467,1
"1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0",9.82283546936414,0
"0","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","1",9.96664000131641,1
"1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","0","0","0","1","1","0",4.35102593142869,0
"1","0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","0","0","0","1","0",19.383714574272,1
"1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1",20.3312831059346,0
"1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","1","0","1","0","1","1","0","1","1","0","1","1","1","1","1",14.2638099089842,0
"0","0","1","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","1","1","1","0","0","0","1","0",10.2404177450543,1
"1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1","1","0","1","1","0","1","1",19.9713908217485,1
"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","1","1","1",16.0857051368917,1
"0","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","1",4.48285370323433,1
"1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0",13.5664841420508,0
"1","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0",25.2430229934954,1
"1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1",19.8158652819621,1
"0","0","0","1","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","1",3.4492926674083,1
"0","0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1",4.13796715708758,0
"1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","1",18.72937339727,1
"0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1",4.35899678965477,1
"0","1","1","1","0","1","1","1","1","1","0","0","0","0","1","1","0","1","1","1","1","0","1","0","1","0","0","1","1","0",-0.816385994010394,1
"0","0","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","1","0","1","1","0","0",10.0929820589841,1
"1","1","1","0","0","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1",16.0405407146123,1
"1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","1","1","1","0",8.62106837868552,1
"0","0","1","1","1","0","0","1","1","0","1","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0",5.73795723913538,0
"1","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0",5.2938441387723,0
"1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0",20.5387847157449,1
"1","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","1","0","1","0","0","1","0","1","1","0","1","0","0","1",9.964552052909,0
"0","0","0","1","1","0","0","0","1","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0",-0.677090575344694,0
"0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0",-0.892792572478085,1
"0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1",0.771959329381585,0
"0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1","1","1","1","1",-1.17587697284723,0
"0","0","0","1","0","0","1","1","0","1","1","1","1","0","0","1","1","0","0","0","1","1","1","0","1","0","1","1","0","0",5.63137121868562,1
"1","1","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","0",6.36789159755941,0
"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","1",15.4497860764617,0
"1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0",13.6498605738595,1
"0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","1","0","0","1","1","1",5.38898603236382,1
"0","0","1","1","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","1","0",6.45070435522258,0
"0","1","1","0","0","1","1","0","1","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","0","0","1","1","1",-3.96996483053019,0
"0","0","1","1","1","1","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0",9.27975788757926,1
"0","1","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","0",-11.9789238755575,0
"1","0","1","1","1","0","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0",26.6006822693342,1
"0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1",4.67156347165692,0
"0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0",11.3604116222645,1
"1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","0","1","0","1","0","1","1","1","1",10.1332158417313,0
"0","1","0","1","1","1","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1","1","1","0","1","0","0","1","0","0",-9.46136469350977,0
"0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","1","0","1",-1.58272664083738,0
"1","1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0",15.0336241712968,1
"0","0","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","0",9.86859638950214,1
"0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","1","0","1","0","1","0","0","1","1","0","1","1","1",-9.14661290185466,0
"0","1","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","0","0","0","1",-4.39191007827975,0
"0","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1",6.23907926951853,0
"0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","1","1","1",5.3722557164992,0
"1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","0","1","1","1",15.5122933267443,1
"1","1","1","0","1","1","0","0","0","0","1","1","0","1","1","1","0","1","0","1","0","0","0","1","1","1","1","0","1","1",15.0796409110357,1
"0","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","1","1","0","0","1","1","1","0",-4.46366409917245,1
"0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","0",-0.169331615268684,1
"0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","1","0","0","0","1","0","1",0.211530544037643,1
"0","1","0","0","0","0","0","1","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1",-5.28900643380469,1
"1","1","1","1","1","0","0","0","1","0","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","1",10.5013227394909,0
"0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1",-0.187818654088596,1
"1","0","0","0","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0",14.9967851648089,0
"1","1","1","1","1","1","0","1","0","0","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1",15.61600430221,1
"1","1","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","0","1","0","0","1","1",5.01965309399519,0
"0","1","0","1","1","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","1",-8.99683210129026,0
"0","1","0","1","0","1","1","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","1","0","1","1","0","0","1","0",-8.32460631686487,0
"1","1","0","0","1","0","1","1","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","1","1","0","1",4.36436265652883,0
"0","1","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","0","1","1","0","1","0","0",-10.5610832739144,0
"1","0","0","1","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0",13.8151852037885,0
"1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","1","1",16.9468542770808,0
"0","0","0","1","0","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","0","0","1","1","0","0","1",4.36231270998671,1
"0","1","1","0","1","1","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0",-2.55102562734048,0
"0","0","1","0","1","0","1","1","0","1","0","1","1","1","0","0","1","1","0","1","1","1","1","0","1","1","0","0","0","0",9.84958548364607,1
"1","1","1","1","0","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","0","0",11.157102212495,0
"1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","1","0","1","1","0",11.2382635827859,1
"0","0","0","1","0","0","0","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","1","0","0","1",6.27700067708741,1
"0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","1","1","1",4.74100712199425,0
"0","0","1","1","1","0","1","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","1","0","0","1",4.66463793176814,0
"0","0","0","1","1","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1",0.0413905668062284,0
"1","1","0","0","0","1","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1",4.63466926606438,0
"1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","0","1",15.3877221370999,0
"0","0","1","1","0","0","1","1","1","1","1","0","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0",5.14664355776318,0
"0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0",5.68178703770642,1
"0","0","0","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","1","1","0","0","1","1","1","0","1","0","0","1",-0.212795853769211,0
"0","1","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","1","0","1","0","0","0",-5.39267890603126,1
"0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","1","1",5.09816295994364,0
"1","1","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1",10.2298058199506,0
"0","1","0","1","0","1","1","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","1","0","1","1","0","0","0",-9.5484039940757,0
"1","0","0","1","1","1","0","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1",15.4842899875747,0
"1","1","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","1",6.01546585088155,0
"0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1",-4.62078202915293,0
"1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1",25.6892192190187,1
"1","0","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","0","1","1","1","0","0","1","0","0","0",14.6723931349142,0
"0","1","0","0","0","1","0","1","1","0","1","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","1","0",-4.99257371041431,1
"1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","0","1","1","0","1","0",4.99186390743972,0
"0","1","1","0","1","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","1",1.40251226077666,1
"1","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1",10.5517743486108,1
"0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1",0.438261240407262,1
"0","1","1","0","0","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1",-1.00382271656547,1
"1","0","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1",15.1449374877231,0
"1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0",9.61162231735465,0
"1","1","0","0","0","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0",4.56215893572278,0
"0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0",-0.767175267309392,1
"1","1","1","1","0","1","0","1","0","1","0","1","1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","1","0","1",9.77614674189203,0
"1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","0","0","1","0","0","1","1","1","1","0","1","0","1","1",14.7110340864342,1
"0","0","0","1","0","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","0","1","1","0","0","1","1","0","1","0",4.88514845437111,1
"0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","0","1","0","1","1","0","1","0","0","0","1","1","0","1",-0.241108495255772,0
"0","1","0","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0",-3.26099668354948,1
"0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","1","1",-3.53740821040491,0
"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","0","1","0","0","1","0","0",23.2968359773896,1
"0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0",4.94060041418584,1
"1","0","1","1","1","0","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","1",19.1762547366771,0
"1","0","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0",19.0267285578587,1
"1","0","1","0","1","0","1","0","0","1","1","1","0","0","0","1","0","1","1","1","1","0","1","0","0","1","1","0","1","0",25.1343943949407,1
"1","1","0","1","1","1","0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0",9.25839346689341,1
"1","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1",21.5549797009756,0
"0","1","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0","1",-0.832126271965419,1
"1","1","0","0","1","0","1","0","1","0","0","1","1","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1",8.92393056645779,1
"1","0","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","0",26.8624222202104,1
"1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","1","1","1","0",17.9376584664102,0
"0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","1","0","0","0","1","1","0","1","1","1","0","0","1",-0.222221665666051,1
"1","1","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","1","1","1","0","1","0","1","1","1","1","0","0","1",16.1203235014961,1
"0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1",-3.73954338475001,1
"0","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","1","0","1",0.958277297729944,0
"0","0","0","0","0","0","1","0","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0",6.21226749685966,1
"0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0",4.60910703046358,0
"0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0",-1.34051794975327,0
"0","0","0","0","1","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","1","1","1",3.85748392209372,1
"0","0","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1",1.53750866317523,0
"0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","1","1",-8.9683330298975,0
"1","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0",5.00436678826378,0
"1","1","0","1","1","1","0","1","1","0","0","0","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1",3.32911709474348,0
"1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","0",14.1841113162765,0
"0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","1","0","1","1","0","1","0","1","1",-0.706773300920969,0
"0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","1","1","0","1",-11.0413397319281,0
"1","0","1","0","1","0","0","1","0","1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0",24.5666234490658,1
"1","0","1","0","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1",25.0334042657855,1
"1","1","1","0","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","1",14.9268712005487,1
"1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","1","1","1","1","0","0",8.21583741973387,0
"1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","1","0","1","1","1",26.5510158222308,1
"0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0","1","1","0","0","0","1","0","1","1","1","1","1",-9.64084399998875,0
"0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1",-7.34190698567218,0
"1","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1",10.2307914878755,1
"1","1","0","0","0","1","1","1","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0",9.38713820353411,1
"0","0","0","0","0","0","1","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0",0.176750015723392,0
"0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","1","1","1","0","1","0","0","0","1",-5.08038420728052,0
"0","0","0","1","1","0","0","1","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1",-0.735400643189952,0
"0","1","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","0",-4.43945461901506,0
"1","0","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","0",24.1576497088858,1
"0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","1","0",7.64058064856202,0
"1","0","1","0","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","0",21.3549711633729,0
"1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","1","0",20.0042535675377,1
"1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","1",9.85965500046296,0
"0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","1",-0.383679910399038,1
"1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1",11.0871902940077,0
"1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","0","0","1","1","1","1","1","0","0","0","0","0",20.3336912680503,1
"1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0",16.0402169897404,1
"1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0",14.4452553623176,0
"0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","0","1","0","1","1","1","0","0","0","0","1",3.6096006241855,0
"0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0",5.68901987955603,0
"0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","0",-9.23351345040791,0
"1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","1","1","0","1","0","1","1","1","1",19.4349930165801,0
"1","1","0","0","1","1","1","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","1",5.00355843999564,0
"0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1",1.12540870737474,1
"1","1","0","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","0","1","1","1","0",3.94232562218708,0
"1","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","1","0","1",19.458136785701,1
"0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","1","1",5.27633219307803,1
"0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","1",6.40519735647346,1
"0","1","0","1","1","0","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","1","0","0",-5.50782146144369,1
"1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0",11.4180662866556,1
"1","1","1","0","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1",15.5513962658261,1
"1","0","1","0","0","1","0","0","0","1","1","1","1","1","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1",25.1835509966445,1
"0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0",5.02352171992783,1
"1","1","1","1","0","0","0","1","1","1","0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","1","1","1","0","1",8.45715406769338,0
"1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1",9.19479112436571,1
"0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0",10.0993225400676,1
"1","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0","1","1","0","1","0","1","1","1",6.68239442277828,0
"0","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1",3.7137131203123,1
"0","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","0","0","0","0","0","0","1","0",-5.86805716982719,0
"0","0","1","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0",11.3529472114157,1
"1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","0","1","0","0",4.71298007099506,0
"1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","1","1","0","1","1","1","0",11.3086097315195,0
"1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0",13.354808557082,0
"1","0","1","1","1","0","1","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","1","0","1","0",26.1632489894197,1
"0","0","0","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0",5.02828701622801,1
"1","1","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1",10.5273113810842,1
