"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","outcome","treated"
"0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","1","1","0",1.32657736930123,1
"1","0","1","0","1","1","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","0","0","1","0","1","0","0",25.1231301551723,1
"0","0","0","1","1","0","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1",5.40345756380921,1
"1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","1","1","1",4.81981743512216,0
"0","1","0","1","1","1","1","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","0","1","1","1","0","0","1","0","1",-11.9044540976159,0
"1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","1","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","1","0","1","0","0","1",5.13076522614888,0
"1","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1",19.8254283723094,1
"1","1","0","1","0","1","1","1","1","0","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","1","1","0","1","0","0","1","1","1","1","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0",3.64783543023582,0
"0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1",-3.88794902003136,1
"1","1","0","1","0","1","1","1","0","1","1","1","1","0","0","1","0","1","1","1","0","1","1","0","0","1","0","0","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","1","0","0",11.135062685319,1
"0","1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","0","1","1","0","1","0","1","0","0","1",-3.63471785348416,1
"0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0",4.98481996672036,0
"0","1","1","0","0","1","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","0","1","0","0","1","1","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","1","0",0.622937591193321,1
"0","0","0","1","0","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1",-1.21578734649573,0
"0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0",1.16040018158018,0
"1","1","1","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","1","1","1","0",13.9840357598559,1
"0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0",4.61998858274543,0
"1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","1","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","1","0","1","1",13.9528955468753,1
"1","0","1","1","0","0","1","1","1","0","0","1","1","0","1","1","1","0","1","0","1","0","1","1","0","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0",24.3013871125278,1
"0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1",-0.39943997183811,0
"0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0","1",-1.42625180665678,0
"0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","1","1","1","1","0","1","0","1","1","1","0","1","1","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","1","0",10.4730638908905,1
"0","0","1","0","1","1","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","1","1","0","1","1","0","1","0","1",8.27476585876184,1
"1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","1","0",19.8564289526779,0
"0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1",5.19955769366669,1
"1","1","1","0","1","1","0","1","0","1","1","0","1","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1",9.6966655532286,0
"1","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","1","1","0","1","0",20.4052261098567,0
"1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","0",18.898468761064,1
"0","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","1","1","0","1","1","1","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0","1",0.141037347311261,1
"0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1",-5.96546942926427,0
"0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1",-6.08793427107374,0
"0","1","0","0","1","1","1","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0",-10.2081693969084,0
"0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0",0.655183584305011,1
"1","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","1","1","0","1",20.6006996227614,0
"0","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","0","1","1","1","1","1","0","1","1",0.16069868388899,1
"1","1","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0",5.96444647970751,0
"0","1","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","1","0",-9.10606058323288,0
"1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0",18.8055496217232,0
"1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","0","0",10.3536384107127,0
"0","0","1","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0",4.53543348245554,0
"0","0","0","1","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","1","0","1","0",2.49748617660694,1
"0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1",3.85122171873955,1
"0","1","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0",-10.4527504130801,0
"0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","1","0",-1.52353391325364,0
"0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","1","1","1","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0",8.37823534362115,1
"1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0",4.98495946723977,0
"1","0","0","1","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0",18.5531126294827,1
"1","1","1","0","0","1","0","1","0","1","1","1","1","1","0","1","0","1","1","0","1","1","0","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1",10.9651316969084,0
"1","0","0","1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","1","1","0","1","1","0","0","0","1","1","1","0",19.9448360048896,1
"1","0","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","1",25.4609746384382,1
"1","1","1","0","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0",10.1900651214862,0
"1","0","1","1","1","0","0","1","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","1","1",25.8414859969978,1
"1","0","1","0","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","1","0","0",23.1679806093604,1
"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","1","0","1","0",4.31281144296856,1
"1","1","0","0","1","1","0","0","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","1","0","1",6.40379062447494,0
"0","0","0","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0",5.93760805737443,1
"1","1","0","0","1","0","1","1","0","0","1","0","1","1","0","1","1","1","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","1","1","0","1","0","1","0","1","1",7.84992197155604,1
"1","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0",15.9703966760486,1
"0","1","1","0","1","1","1","1","1","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","1","1","0","0","0","1","1","1","0",-5.26249995206995,0
"0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1",1.43261081939677,0
"1","0","0","0","1","1","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0",15.2984411839536,0
"1","0","1","1","1","1","1","0","0","1","1","1","0","0","0","1","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1",24.3523848935756,1
"1","1","0","1","0","1","0","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0",6.4951971325593,0
"1","0","1","1","0","1","0","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","0","1","1",20.4137564913257,0
"1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1","0",10.0246353588818,1
"1","1","0","0","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","0","1","1","1","1","1","0","1","0","1","1",5.42625321648798,0
"1","1","1","0","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","1","0","1","1",14.4950649864183,1
"0","0","0","0","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","0","0","1","1","1","0","1","1","1","0","1","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0",0.0925717816024059,0
"1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1",14.3687943827156,0
"1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","0","0",15.4992466515094,1
"0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","1",-0.257795231537187,0
"0","1","1","0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","1","1","0","1","1","1","1","1","0",-3.03166646334164,0
"1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","0",12.3740900521602,1
"1","1","1","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","1",14.3301539840618,1
"0","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0",-10.2610807418558,0
"0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","1","0",-6.60366240094977,1
"1","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","1","1",9.2292934243314,0
"1","0","0","0","0","0","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","0","1","1","1","1","1","0",15.8100249133353,0
"0","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","1","0","1","0","1","0","1","1","0",-3.92177648099076,1
"0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0",-1.40203297558979,1
"0","0","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0",8.51453983537966,1
"1","0","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","1","0","0","1","1",26.09249677078,1
"0","0","1","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","0","0","1","0","1","1","0","0",10.1017182892924,1
"1","0","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1",14.8785737798712,0
"1","1","1","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","1","0",11.1437484448335,0
"1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","0","1","1","0","1",15.6547973901287,1
"1","1","0","1","1","1","1","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1",9.36070470964633,1
"1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","1",9.02765432112604,1
"1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1","0","0","1","0","0","1","1","1",16.4166706635298,0
"1","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1","0","0","1","0","1","1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","0","1",19.2853732216952,0
"0","0","0","0","1","1","0","0","1","0","0","1","0","1","1","1","0","1","0","1","1","1","1","0","1","0","1","1","0","0","1","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","1","0","0",0.683926626604364,0
"0","0","0","0","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","1","1",1.29528904318258,0
"0","1","1","1","0","1","0","0","1","1","1","0","0","1","0","1","0","0","1","1","1","1","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0",-0.508474574078016,1
"0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","1","0","1","0","1","1","1","0","0","0",5.22131063176627,1
"1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","0","1","1",13.7239637141104,0
"1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","1",14.6664406243345,1
"0","1","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","1","1",0.047882874196481,1
"0","1","0","1","1","1","0","1","0","0","1","1","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","1",-9.38291510921685,0
"0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1","1","1",0.663054938466694,0
"1","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0",18.4032203919164,0
"1","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0",14.5813050864106,0
"1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","1","1","1","0",4.91272967821407,0
"0","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0",1.42814366398911,1
"0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","1",9.23783489150112,1
"1","0","1","0","0","1","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","1","0","0","1","0","1","1","1","1","0","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0",21.769709824049,0
"0","1","1","0","1","0","0","1","1","1","1","1","0","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0",-0.00492432506275353,1
"1","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","0","1","1","1","0","1","1","0","1","0","0","1","1",4.29753667396973,0
"0","0","1","0","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1",5.51909059163114,0
"1","1","1","1","0","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","0","1","1","0","1","0","1","1","0","1","0","1","0","0","1","1","1","1",8.9885385160128,0
"1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","0","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0",21.2237806570859,0
"0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0","1","1","1","0","0",3.73780272806722,1
"1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","0","1","1","0","1","0","1","0","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","1",16.7306997734851,0
"0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","0","0",-5.5024406949885,1
"1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","1","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","1","0",21.9628434393049,1
"1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","0","0","1","1",5.5702117391937,0
"0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","1","1","1",4.16982827685791,0
"1","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0",11.2039406505157,1
"0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0",-2.20012809421365,0
"0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","1","1","0","1","0","1","0","1","0",-6.15328700726418,1
"0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1",6.06706979423212,1
"0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0",3.87508416976037,1
"1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","1","1","0","1","1","0","1","0","1","1","1","1","0","1","0","0",20.2612459678723,0
"0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0",11.3602308930946,1
"0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0",7.15650822086104,0
