,X1,X2,X3,X4,X5
647,2.0,2.0,1.0,2.0,3.0
648,*,4.0,3.0,3.0,4.0
649,2.0,3.0,2.0,1.0,1.0
650,3.0,2.0,3.0,1.0,3.0
651,1.0,3.0,3.0,3.0,1.0
652,3.0,2.0,2.0,3.0,1.0
653,2.0,3.0,1.0,3.0,2.0
654,*,4.0,1.0,3.0,4.0
655,*,1.0,2.0,3.0,3.0
656,1.0,3.0,1.0,3.0,3.0
657,3.0,1.0,3.0,3.0,2.0
658,2.0,3.0,1.0,3.0,4.0
659,1.0,2.0,1.0,3.0,2.0
660,2.0,2.0,3.0,2.0,2.0
661,2.0,4.0,1.0,1.0,3.0
662,2.0,3.0,2.0,1.0,1.0
663,4.0,2.0,3.0,3.0,3.0
664,3.0,2.0,2.0,3.0,2.0
665,4.0,1.0,3.0,4.0,2.0
666,3.0,4.0,3.0,1.0,2.0
667,3.0,3.0,3.0,1.0,3.0
668,1.0,3.0,3.0,1.0,3.0
669,3.0,2.0,2.0,2.0,3.0
670,2.0,2.0,2.0,1.0,2.0
671,2.0,3.0,1.0,3.0,4.0
672,1.0,3.0,2.0,1.0,2.0
673,1.0,3.0,2.0,2.0,2.0
674,3.0,4.0,3.0,1.0,2.0
675,2.0,3.0,2.0,3.0,3.0
676,3.0,3.0,1.0,3.0,1.0
677,2.0,3.0,3.0,2.0,1.0
678,2.0,2.0,2.0,2.0,4.0
679,3.0,3.0,2.0,4.0,4.0
680,*,2.0,2.0,1.0,1.0
681,2.0,4.0,2.0,2.0,3.0
682,3.0,1.0,2.0,2.0,1.0
683,3.0,1.0,3.0,2.0,4.0
684,*,3.0,3.0,3.0,4.0
685,3.0,1.0,2.0,3.0,2.0
686,2.0,1.0,4.0,4.0,3.0
687,3.0,2.0,4.0,3.0,3.0
688,2.0,1.0,3.0,2.0,2.0
689,2.0,3.0,2.0,2.0,2.0
690,1.0,3.0,3.0,2.0,4.0
691,*,3.0,3.0,1.0,4.0
692,1.0,3.0,2.0,3.0,4.0
693,2.0,3.0,1.0,3.0,1.0
694,4.0,3.0,2.0,1.0,2.0
695,1.0,2.0,3.0,2.0,3.0
696,3.0,1.0,1.0,1.0,3.0
697,2.0,3.0,1.0,4.0,3.0
698,*,3.0,4.0,2.0,1.0
699,4.0,2.0,3.0,1.0,2.0
700,3.0,2.0,3.0,3.0,3.0
701,3.0,3.0,3.0,3.0,1.0
702,*,4.0,2.0,3.0,4.0
703,*,4.0,4.0,3.0,3.0
704,3.0,2.0,2.0,2.0,3.0
705,3.0,3.0,3.0,2.0,3.0
706,3.0,3.0,4.0,3.0,3.0
707,3.0,3.0,2.0,4.0,4.0
708,3.0,1.0,3.0,3.0,3.0
709,3.0,3.0,4.0,2.0,3.0
710,3.0,3.0,3.0,1.0,2.0
711,3.0,2.0,4.0,3.0,3.0
712,1.0,3.0,2.0,2.0,1.0
713,1.0,4.0,1.0,3.0,3.0
714,3.0,3.0,3.0,3.0,3.0
715,1.0,2.0,3.0,1.0,3.0
716,2.0,3.0,2.0,2.0,3.0
717,2.0,3.0,2.0,3.0,3.0
718,1.0,2.0,1.0,3.0,1.0
719,1.0,2.0,3.0,3.0,3.0
720,*,3.0,2.0,1.0,4.0
721,2.0,2.0,3.0,3.0,2.0
722,*,3.0,4.0,3.0,3.0
723,3.0,2.0,1.0,3.0,2.0
724,3.0,2.0,3.0,2.0,4.0
725,*,3.0,2.0,4.0,2.0
726,3.0,3.0,3.0,1.0,4.0
727,3.0,3.0,3.0,1.0,1.0
728,*,3.0,1.0,4.0,1.0
729,3.0,2.0,4.0,1.0,3.0
730,3.0,3.0,1.0,3.0,2.0
731,3.0,1.0,3.0,2.0,1.0
732,2.0,2.0,1.0,1.0,1.0
733,*,1.0,2.0,2.0,1.0
734,3.0,3.0,1.0,1.0,3.0
735,2.0,3.0,3.0,2.0,3.0
736,3.0,2.0,2.0,3.0,3.0
737,1.0,3.0,1.0,1.0,3.0
738,2.0,4.0,2.0,2.0,3.0
739,3.0,3.0,3.0,2.0,3.0
740,3.0,3.0,3.0,3.0,2.0
741,2.0,1.0,4.0,3.0,2.0
742,3.0,3.0,2.0,3.0,4.0
743,3.0,1.0,2.0,3.0,3.0
744,*,3.0,1.0,3.0,4.0
745,2.0,2.0,3.0,3.0,1.0
746,1.0,3.0,1.0,3.0,2.0
747,*,2.0,3.0,4.0,1.0
748,3.0,1.0,1.0,1.0,3.0
749,2.0,2.0,2.0,2.0,4.0
750,3.0,3.0,4.0,2.0,4.0
751,3.0,2.0,1.0,3.0,4.0
752,2.0,1.0,3.0,2.0,1.0
753,3.0,3.0,2.0,3.0,2.0
754,2.0,2.0,3.0,2.0,2.0
755,2.0,1.0,2.0,2.0,3.0
756,2.0,3.0,3.0,1.0,3.0
757,2.0,3.0,3.0,3.0,2.0
758,3.0,2.0,1.0,3.0,3.0
759,3.0,4.0,3.0,1.0,2.0
760,2.0,1.0,3.0,2.0,2.0
761,*,4.0,4.0,2.0,2.0
762,4.0,3.0,2.0,2.0,3.0
763,2.0,2.0,3.0,2.0,1.0
764,1.0,1.0,1.0,3.0,1.0
765,2.0,1.0,3.0,1.0,3.0
766,2.0,3.0,4.0,3.0,1.0
767,1.0,2.0,4.0,3.0,2.0
768,3.0,2.0,1.0,3.0,3.0
769,*,1.0,4.0,2.0,2.0
770,4.0,3.0,3.0,3.0,2.0
771,1.0,3.0,1.0,1.0,3.0
772,1.0,3.0,1.0,4.0,3.0
773,2.0,3.0,1.0,3.0,3.0
774,2.0,2.0,3.0,3.0,2.0
775,4.0,3.0,2.0,2.0,3.0
776,1.0,3.0,2.0,3.0,4.0
777,1.0,3.0,3.0,4.0,4.0
778,3.0,1.0,3.0,2.0,4.0
779,3.0,1.0,3.0,3.0,3.0
780,3.0,1.0,2.0,3.0,2.0
781,2.0,3.0,3.0,3.0,2.0
782,3.0,3.0,4.0,3.0,3.0
783,3.0,3.0,3.0,3.0,2.0
784,2.0,3.0,4.0,1.0,3.0
785,*,1.0,3.0,3.0,2.0
786,3.0,3.0,1.0,1.0,3.0
787,2.0,3.0,2.0,2.0,3.0
788,3.0,3.0,3.0,2.0,2.0
789,2.0,2.0,1.0,3.0,3.0
790,3.0,1.0,3.0,2.0,3.0
791,3.0,3.0,3.0,1.0,1.0
792,*,*,3.0,4.0,4.0
793,*,*,2.0,4.0,1.0
794,3.0,3.0,1.0,3.0,1.0
795,*,2.0,4.0,2.0,2.0
796,1.0,2.0,3.0,2.0,3.0
797,3.0,2.0,3.0,2.0,3.0
798,*,4.0,2.0,3.0,3.0
799,2.0,3.0,3.0,1.0,1.0
800,2.0,4.0,2.0,2.0,3.0
801,1.0,2.0,1.0,3.0,3.0
802,3.0,1.0,1.0,3.0,3.0
803,*,1.0,3.0,1.0,1.0
804,2.0,1.0,3.0,2.0,3.0
805,1.0,3.0,3.0,1.0,3.0
806,*,*,4.0,4.0,1.0
807,3.0,2.0,1.0,2.0,4.0
808,3.0,3.0,1.0,2.0,2.0
809,3.0,4.0,3.0,1.0,3.0
810,4.0,3.0,2.0,2.0,2.0
811,3.0,3.0,2.0,3.0,3.0
812,4.0,2.0,3.0,1.0,3.0
813,1.0,4.0,3.0,3.0,3.0
814,*,2.0,1.0,4.0,1.0
815,2.0,3.0,2.0,1.0,3.0
816,3.0,1.0,3.0,1.0,2.0
817,3.0,2.0,4.0,3.0,3.0
818,2.0,1.0,1.0,3.0,2.0
819,*,3.0,4.0,2.0,3.0
820,2.0,2.0,3.0,1.0,2.0
821,2.0,3.0,3.0,2.0,3.0
822,*,3.0,3.0,2.0,1.0
823,*,2.0,2.0,1.0,3.0
824,2.0,3.0,4.0,3.0,3.0
825,3.0,3.0,3.0,2.0,3.0
826,3.0,1.0,1.0,1.0,3.0
827,3.0,4.0,2.0,3.0,1.0
828,*,2.0,4.0,3.0,2.0
829,2.0,3.0,3.0,2.0,3.0
830,*,2.0,3.0,4.0,3.0
831,3.0,3.0,3.0,2.0,3.0
832,3.0,3.0,3.0,3.0,1.0
833,1.0,2.0,2.0,3.0,2.0
834,3.0,2.0,3.0,4.0,3.0
835,3.0,2.0,3.0,4.0,2.0
836,4.0,1.0,2.0,3.0,2.0
837,3.0,4.0,3.0,3.0,2.0
838,*,4.0,2.0,3.0,3.0
839,3.0,3.0,3.0,1.0,2.0
840,3.0,1.0,1.0,3.0,3.0
841,3.0,4.0,1.0,3.0,3.0
842,2.0,3.0,2.0,3.0,3.0
843,3.0,3.0,2.0,3.0,3.0
844,*,1.0,2.0,2.0,3.0
845,3.0,3.0,1.0,1.0,2.0
846,3.0,1.0,3.0,2.0,3.0
847,2.0,2.0,4.0,3.0,3.0
848,3.0,2.0,1.0,2.0,4.0
849,3.0,2.0,1.0,1.0,3.0
850,1.0,3.0,1.0,3.0,2.0
851,3.0,3.0,3.0,3.0,3.0
852,*,3.0,3.0,1.0,1.0
853,*,2.0,3.0,2.0,1.0
854,2.0,1.0,3.0,2.0,1.0
855,1.0,3.0,3.0,2.0,3.0
856,*,4.0,2.0,2.0,3.0
857,3.0,1.0,1.0,2.0,3.0
858,*,1.0,1.0,1.0,1.0
859,2.0,3.0,3.0,3.0,1.0
860,1.0,2.0,2.0,2.0,3.0
861,3.0,1.0,1.0,3.0,3.0
862,*,1.0,2.0,1.0,1.0
863,3.0,3.0,2.0,3.0,3.0
864,3.0,1.0,3.0,3.0,2.0
865,3.0,3.0,3.0,2.0,1.0
866,3.0,3.0,1.0,4.0,3.0
867,2.0,3.0,3.0,3.0,3.0
868,3.0,3.0,2.0,3.0,3.0
869,3.0,1.0,2.0,3.0,3.0
870,3.0,2.0,3.0,2.0,3.0
871,*,2.0,4.0,1.0,1.0
872,3.0,2.0,3.0,4.0,3.0
873,3.0,3.0,1.0,1.0,3.0
874,*,4.0,3.0,3.0,4.0
875,3.0,3.0,2.0,4.0,3.0
876,1.0,3.0,2.0,2.0,3.0
877,4.0,2.0,2.0,3.0,1.0
878,3.0,3.0,3.0,1.0,3.0
879,3.0,1.0,3.0,1.0,4.0
880,1.0,2.0,3.0,3.0,1.0
881,3.0,3.0,3.0,2.0,1.0
882,3.0,3.0,2.0,1.0,2.0
883,3.0,3.0,2.0,2.0,3.0
884,3.0,3.0,2.0,4.0,3.0
885,2.0,2.0,2.0,3.0,2.0
886,3.0,2.0,3.0,1.0,1.0
887,2.0,3.0,2.0,3.0,2.0
888,1.0,3.0,3.0,2.0,3.0
889,1.0,2.0,2.0,3.0,3.0
890,1.0,1.0,3.0,2.0,2.0
891,2.0,1.0,3.0,3.0,3.0
892,3.0,2.0,2.0,3.0,2.0
893,1.0,1.0,3.0,1.0,4.0
894,*,3.0,3.0,3.0,4.0
895,2.0,3.0,4.0,3.0,3.0
896,*,1.0,2.0,1.0,3.0
897,2.0,2.0,2.0,2.0,3.0
898,3.0,2.0,3.0,2.0,2.0
899,1.0,3.0,2.0,1.0,2.0
900,*,4.0,3.0,3.0,2.0
901,2.0,2.0,2.0,3.0,1.0
902,2.0,3.0,3.0,3.0,1.0
903,3.0,2.0,3.0,3.0,4.0
904,2.0,3.0,1.0,2.0,3.0
905,*,2.0,3.0,3.0,4.0
906,1.0,3.0,2.0,2.0,1.0
907,2.0,3.0,1.0,2.0,1.0
908,3.0,3.0,3.0,3.0,4.0
909,3.0,1.0,1.0,2.0,2.0
910,3.0,2.0,2.0,2.0,3.0
911,*,4.0,1.0,1.0,2.0
912,1.0,3.0,4.0,3.0,2.0
913,3.0,1.0,2.0,2.0,3.0
914,2.0,1.0,3.0,2.0,3.0
915,*,1.0,2.0,4.0,2.0
916,3.0,3.0,1.0,1.0,3.0
917,3.0,4.0,3.0,2.0,3.0
918,2.0,2.0,3.0,2.0,4.0
919,*,1.0,2.0,3.0,1.0
920,3.0,3.0,2.0,4.0,3.0
921,2.0,1.0,3.0,3.0,3.0
922,4.0,2.0,3.0,1.0,3.0
923,1.0,2.0,3.0,3.0,4.0
924,2.0,2.0,3.0,3.0,1.0
925,2.0,3.0,2.0,2.0,1.0
926,1.0,3.0,3.0,2.0,3.0
927,1.0,3.0,1.0,3.0,3.0
928,3.0,3.0,4.0,1.0,3.0
929,*,1.0,4.0,1.0,3.0
930,2.0,3.0,1.0,2.0,3.0
931,2.0,1.0,1.0,3.0,3.0
932,3.0,1.0,1.0,4.0,3.0
933,2.0,1.0,4.0,1.0,2.0
934,*,3.0,4.0,3.0,3.0
935,1.0,3.0,4.0,3.0,3.0
936,3.0,3.0,3.0,3.0,3.0
937,3.0,2.0,3.0,3.0,3.0
938,1.0,1.0,1.0,4.0,1.0
939,2.0,3.0,1.0,2.0,3.0
940,2.0,1.0,3.0,3.0,4.0
941,2.0,2.0,1.0,2.0,2.0
942,2.0,4.0,3.0,1.0,2.0
943,1.0,4.0,2.0,3.0,4.0
944,2.0,2.0,1.0,4.0,3.0
945,3.0,1.0,3.0,1.0,3.0
946,4.0,2.0,3.0,3.0,3.0
947,2.0,1.0,3.0,1.0,2.0
948,2.0,1.0,4.0,4.0,3.0
949,3.0,2.0,2.0,2.0,3.0
950,1.0,2.0,4.0,2.0,4.0
951,3.0,2.0,3.0,3.0,3.0
952,3.0,3.0,3.0,3.0,3.0
953,3.0,3.0,2.0,1.0,2.0
954,1.0,1.0,3.0,4.0,3.0
955,1.0,3.0,1.0,4.0,3.0
956,2.0,3.0,2.0,2.0,1.0
957,3.0,2.0,4.0,2.0,2.0
958,3.0,3.0,1.0,1.0,3.0
959,3.0,3.0,3.0,3.0,3.0
960,2.0,2.0,3.0,2.0,2.0
961,1.0,3.0,3.0,3.0,1.0
962,3.0,3.0,3.0,4.0,2.0
963,3.0,1.0,3.0,3.0,1.0
964,2.0,1.0,2.0,3.0,3.0
965,2.0,2.0,2.0,2.0,3.0
966,3.0,4.0,3.0,1.0,3.0
967,1.0,3.0,2.0,3.0,3.0
968,3.0,3.0,3.0,2.0,2.0
969,3.0,2.0,3.0,1.0,1.0
970,2.0,2.0,4.0,2.0,3.0
971,3.0,3.0,2.0,1.0,3.0
972,*,1.0,1.0,4.0,2.0
973,3.0,2.0,3.0,3.0,1.0
974,1.0,3.0,1.0,1.0,3.0
975,2.0,2.0,2.0,1.0,2.0
976,2.0,3.0,3.0,3.0,1.0
977,2.0,2.0,2.0,2.0,4.0
978,2.0,3.0,1.0,3.0,3.0
979,3.0,2.0,2.0,1.0,1.0
980,3.0,1.0,3.0,3.0,2.0
981,4.0,1.0,2.0,3.0,3.0
982,3.0,3.0,3.0,2.0,1.0
983,2.0,1.0,3.0,1.0,1.0
984,2.0,2.0,4.0,1.0,1.0
985,3.0,3.0,2.0,3.0,2.0
986,3.0,4.0,2.0,3.0,2.0
987,*,3.0,2.0,1.0,4.0
988,1.0,1.0,3.0,3.0,3.0
989,4.0,2.0,3.0,2.0,2.0
990,3.0,3.0,2.0,3.0,3.0
991,*,1.0,1.0,3.0,3.0
992,1.0,3.0,3.0,3.0,3.0
993,1.0,3.0,3.0,1.0,3.0
994,*,2.0,2.0,4.0,3.0
995,2.0,1.0,3.0,1.0,3.0
996,3.0,3.0,2.0,3.0,1.0
997,2.0,3.0,3.0,3.0,1.0
998,*,3.0,3.0,3.0,1.0
999,*,2.0,3.0,4.0,3.0
1000,2.0,2.0,2.0,3.0,2.0
1001,3.0,2.0,3.0,3.0,3.0
1002,3.0,1.0,3.0,1.0,2.0
1003,4.0,2.0,2.0,4.0,2.0
1004,2.0,2.0,2.0,1.0,3.0
1005,3.0,1.0,3.0,2.0,2.0
1006,2.0,4.0,2.0,2.0,3.0
1007,*,3.0,2.0,4.0,1.0
1008,3.0,2.0,3.0,3.0,4.0
1009,3.0,3.0,1.0,2.0,3.0
1010,3.0,3.0,3.0,3.0,3.0
1011,2.0,2.0,4.0,1.0,1.0
1012,2.0,4.0,3.0,3.0,1.0
1013,2.0,3.0,2.0,3.0,2.0
1014,2.0,2.0,3.0,3.0,3.0
1015,*,1.0,3.0,4.0,2.0
1016,3.0,3.0,3.0,3.0,4.0
1017,2.0,2.0,2.0,3.0,2.0
1018,3.0,3.0,3.0,2.0,3.0
1019,1.0,3.0,2.0,2.0,2.0
1020,3.0,3.0,3.0,3.0,2.0
1021,3.0,1.0,3.0,2.0,3.0
1022,3.0,2.0,1.0,3.0,3.0
1023,2.0,3.0,3.0,2.0,3.0
1024,2.0,3.0,3.0,3.0,2.0
1025,3.0,1.0,3.0,1.0,3.0
1026,3.0,1.0,2.0,4.0,4.0
1027,1.0,2.0,1.0,3.0,3.0
1028,3.0,3.0,3.0,2.0,3.0
1029,*,2.0,2.0,1.0,2.0
1030,2.0,4.0,3.0,2.0,3.0
1031,3.0,2.0,1.0,3.0,2.0
1032,2.0,1.0,3.0,2.0,2.0
1033,*,*,4.0,3.0,4.0
1034,*,1.0,2.0,1.0,2.0
1035,*,4.0,3.0,2.0,1.0
1036,3.0,2.0,2.0,1.0,3.0
1037,2.0,2.0,2.0,1.0,2.0
1038,*,3.0,4.0,4.0,3.0
1039,3.0,3.0,1.0,2.0,3.0
1040,3.0,3.0,1.0,3.0,1.0
1041,1.0,2.0,2.0,2.0,3.0
1042,2.0,2.0,3.0,4.0,4.0
1043,3.0,1.0,2.0,4.0,4.0
1044,1.0,2.0,2.0,2.0,3.0
1045,2.0,3.0,1.0,1.0,2.0
1046,1.0,3.0,2.0,3.0,1.0
1047,3.0,2.0,3.0,2.0,2.0
1048,*,*,4.0,1.0,2.0
1049,3.0,3.0,2.0,3.0,3.0
1050,1.0,2.0,3.0,1.0,3.0
1051,3.0,1.0,3.0,1.0,2.0
1052,3.0,3.0,3.0,3.0,4.0
1053,3.0,3.0,3.0,4.0,1.0
1054,1.0,2.0,3.0,2.0,2.0
1055,3.0,3.0,3.0,2.0,3.0
1056,2.0,1.0,3.0,2.0,2.0
1057,*,2.0,4.0,3.0,1.0
1058,2.0,1.0,3.0,4.0,2.0
1059,3.0,3.0,4.0,1.0,3.0
1060,3.0,2.0,2.0,2.0,2.0
1061,2.0,3.0,1.0,1.0,2.0
1062,3.0,2.0,2.0,2.0,3.0
1063,2.0,4.0,3.0,3.0,2.0
1064,2.0,2.0,2.0,1.0,2.0
1065,*,3.0,1.0,2.0,3.0
1066,2.0,1.0,4.0,3.0,2.0
1067,1.0,3.0,3.0,2.0,1.0
1068,*,4.0,1.0,3.0,4.0
1069,3.0,2.0,3.0,3.0,3.0
1070,2.0,2.0,2.0,3.0,3.0
1071,3.0,2.0,1.0,4.0,2.0
1072,3.0,3.0,4.0,1.0,3.0
1073,2.0,2.0,2.0,3.0,3.0
1074,3.0,3.0,4.0,3.0,2.0
1075,3.0,3.0,3.0,2.0,2.0
1076,2.0,2.0,3.0,1.0,3.0
1077,2.0,4.0,1.0,3.0,3.0
1078,*,*,2.0,2.0,4.0
1079,3.0,3.0,4.0,3.0,1.0
1080,2.0,2.0,4.0,2.0,2.0
1081,3.0,3.0,2.0,1.0,1.0
1082,3.0,3.0,1.0,1.0,3.0
1083,3.0,3.0,1.0,3.0,3.0
1084,*,4.0,1.0,2.0,4.0
1085,1.0,3.0,2.0,3.0,2.0
1086,1.0,3.0,3.0,2.0,2.0
1087,3.0,1.0,2.0,1.0,2.0
1088,2.0,1.0,2.0,3.0,3.0
1089,*,4.0,3.0,4.0,3.0
1090,3.0,2.0,2.0,2.0,2.0
1091,3.0,3.0,1.0,3.0,2.0
1092,*,1.0,2.0,2.0,2.0
1093,2.0,1.0,2.0,2.0,3.0
1094,*,4.0,3.0,2.0,2.0
1095,2.0,2.0,3.0,3.0,2.0
1096,1.0,1.0,2.0,2.0,2.0
1097,*,3.0,3.0,1.0,2.0
1098,3.0,1.0,1.0,2.0,1.0
1099,*,3.0,2.0,1.0,3.0
1100,1.0,3.0,2.0,3.0,1.0
1101,3.0,2.0,3.0,4.0,4.0
1102,2.0,3.0,1.0,3.0,3.0
1103,2.0,3.0,2.0,3.0,1.0
1104,3.0,3.0,1.0,4.0,3.0
1105,3.0,2.0,1.0,3.0,1.0
1106,3.0,2.0,3.0,1.0,4.0
1107,1.0,3.0,2.0,1.0,3.0
1108,1.0,3.0,1.0,3.0,2.0
1109,3.0,3.0,4.0,3.0,2.0
1110,2.0,3.0,2.0,1.0,1.0
1111,*,3.0,3.0,3.0,4.0
1112,3.0,3.0,3.0,3.0,3.0
1113,4.0,1.0,3.0,3.0,2.0
1114,2.0,4.0,2.0,3.0,2.0
1115,3.0,3.0,3.0,3.0,3.0
1116,*,2.0,2.0,1.0,2.0
1117,2.0,2.0,3.0,1.0,1.0
1118,2.0,1.0,3.0,3.0,4.0
1119,3.0,2.0,2.0,1.0,1.0
1120,2.0,3.0,2.0,2.0,2.0
1121,4.0,3.0,2.0,1.0,2.0
1122,2.0,1.0,2.0,3.0,3.0
1123,3.0,3.0,3.0,1.0,3.0
1124,2.0,1.0,3.0,3.0,2.0
1125,*,2.0,1.0,1.0,1.0
1126,*,3.0,4.0,2.0,2.0
1127,2.0,2.0,4.0,3.0,3.0
1128,3.0,2.0,2.0,3.0,4.0
1129,1.0,4.0,2.0,3.0,4.0
1130,*,3.0,1.0,2.0,1.0
1131,2.0,4.0,1.0,3.0,3.0
1132,2.0,2.0,3.0,3.0,3.0
1133,3.0,2.0,3.0,4.0,2.0
1134,1.0,3.0,1.0,3.0,3.0
1135,1.0,1.0,3.0,1.0,1.0
1136,*,3.0,1.0,2.0,2.0
1137,2.0,3.0,3.0,2.0,4.0
1138,3.0,3.0,3.0,3.0,3.0
1139,*,3.0,3.0,4.0,3.0
1140,2.0,2.0,3.0,4.0,3.0
1141,3.0,3.0,3.0,3.0,4.0
1142,3.0,1.0,1.0,2.0,2.0
1143,4.0,3.0,2.0,1.0,2.0
1144,3.0,2.0,3.0,4.0,3.0
1145,3.0,3.0,3.0,3.0,2.0
1146,*,1.0,2.0,3.0,2.0
1147,3.0,3.0,3.0,1.0,3.0
1148,2.0,2.0,2.0,2.0,3.0
1149,*,*,4.0,4.0,1.0
1150,1.0,2.0,3.0,3.0,2.0
1151,3.0,1.0,4.0,3.0,3.0
1152,2.0,2.0,3.0,3.0,3.0
1153,3.0,3.0,2.0,3.0,3.0
1154,*,4.0,2.0,4.0,3.0
1155,*,2.0,4.0,2.0,2.0
1156,2.0,3.0,4.0,3.0,3.0
1157,2.0,2.0,2.0,2.0,2.0
1158,2.0,1.0,1.0,3.0,3.0
1159,3.0,4.0,1.0,3.0,3.0
1160,1.0,3.0,1.0,3.0,2.0
1161,*,*,1.0,2.0,4.0
1162,3.0,1.0,3.0,3.0,2.0
1163,*,*,4.0,2.0,1.0
1164,2.0,3.0,1.0,2.0,3.0
1165,4.0,3.0,1.0,3.0,2.0
1166,4.0,1.0,2.0,3.0,2.0
1167,1.0,1.0,2.0,3.0,2.0
1168,3.0,2.0,3.0,1.0,2.0
1169,3.0,3.0,3.0,2.0,3.0
1170,2.0,4.0,3.0,2.0,2.0
1171,3.0,2.0,2.0,2.0,2.0
1172,2.0,4.0,3.0,3.0,2.0
1173,*,2.0,3.0,4.0,1.0
1174,*,1.0,3.0,3.0,1.0
1175,2.0,3.0,3.0,2.0,2.0
1176,1.0,3.0,3.0,2.0,3.0
1177,3.0,3.0,1.0,2.0,3.0
1178,2.0,3.0,3.0,2.0,1.0
1179,4.0,1.0,3.0,2.0,2.0
1180,2.0,3.0,1.0,2.0,4.0
1181,1.0,1.0,1.0,3.0,2.0
1182,3.0,3.0,3.0,1.0,2.0
1183,3.0,2.0,1.0,4.0,2.0
1184,3.0,2.0,1.0,4.0,1.0
1185,1.0,1.0,3.0,3.0,3.0
1186,3.0,4.0,3.0,1.0,1.0
1187,*,*,4.0,4.0,1.0
1188,3.0,3.0,1.0,2.0,4.0
1189,*,1.0,3.0,3.0,1.0
1190,*,1.0,1.0,3.0,2.0
1191,3.0,3.0,3.0,3.0,2.0
1192,2.0,3.0,3.0,3.0,3.0
1193,1.0,1.0,1.0,3.0,3.0
1194,2.0,2.0,2.0,2.0,2.0
1195,3.0,2.0,2.0,2.0,2.0
1196,*,3.0,2.0,4.0,2.0
1197,3.0,1.0,3.0,2.0,3.0
1198,*,*,1.0,1.0,1.0
1199,3.0,4.0,3.0,3.0,2.0
1200,3.0,3.0,2.0,2.0,1.0
1201,4.0,3.0,3.0,1.0,3.0
1202,4.0,2.0,3.0,3.0,2.0
1203,3.0,1.0,2.0,2.0,1.0
1204,2.0,4.0,3.0,2.0,2.0
1205,1.0,3.0,2.0,3.0,1.0
1206,3.0,3.0,3.0,3.0,3.0
1207,3.0,2.0,3.0,2.0,3.0
1208,3.0,2.0,3.0,2.0,2.0
1209,2.0,3.0,1.0,1.0,2.0
1210,2.0,2.0,1.0,3.0,1.0
1211,*,2.0,2.0,1.0,2.0
1212,2.0,3.0,2.0,2.0,1.0
1213,2.0,2.0,3.0,1.0,1.0
1214,1.0,2.0,3.0,3.0,2.0
1215,*,2.0,2.0,4.0,3.0
1216,2.0,3.0,1.0,2.0,3.0
1217,2.0,3.0,1.0,3.0,3.0
1218,*,1.0,2.0,2.0,1.0
1219,3.0,4.0,3.0,3.0,2.0
1220,*,3.0,4.0,3.0,3.0
1221,3.0,2.0,2.0,3.0,3.0
1222,3.0,3.0,3.0,3.0,3.0
1223,3.0,2.0,2.0,4.0,3.0
1224,*,2.0,2.0,1.0,2.0
1225,1.0,2.0,3.0,3.0,1.0
1226,3.0,1.0,3.0,1.0,3.0
1227,3.0,3.0,4.0,2.0,3.0
1228,3.0,2.0,2.0,1.0,3.0
1229,1.0,3.0,2.0,2.0,3.0
1230,3.0,3.0,2.0,3.0,4.0
1231,2.0,2.0,3.0,2.0,2.0
1232,*,3.0,4.0,2.0,4.0
1233,3.0,1.0,2.0,2.0,1.0
1234,2.0,4.0,2.0,4.0,3.0
1235,4.0,2.0,3.0,2.0,3.0
1236,3.0,1.0,3.0,2.0,4.0
1237,3.0,4.0,3.0,2.0,3.0
1238,3.0,1.0,3.0,4.0,2.0
1239,*,1.0,2.0,3.0,2.0
1240,3.0,4.0,2.0,1.0,1.0
1241,*,4.0,3.0,3.0,1.0
1242,4.0,3.0,1.0,1.0,3.0
1243,1.0,3.0,1.0,1.0,2.0
1244,*,1.0,1.0,4.0,2.0
1245,3.0,3.0,1.0,3.0,2.0
1246,3.0,2.0,3.0,2.0,2.0
1247,1.0,1.0,1.0,3.0,1.0
1248,1.0,2.0,3.0,2.0,1.0
1249,*,1.0,2.0,1.0,3.0
1250,3.0,1.0,3.0,3.0,2.0
1251,1.0,1.0,3.0,3.0,3.0
1252,3.0,3.0,2.0,1.0,3.0
1253,3.0,2.0,3.0,3.0,2.0
1254,3.0,4.0,3.0,3.0,2.0
1255,*,1.0,4.0,3.0,1.0
1256,3.0,2.0,3.0,2.0,3.0
1257,1.0,1.0,3.0,1.0,1.0
1258,3.0,4.0,1.0,2.0,3.0
1259,3.0,2.0,3.0,2.0,3.0
1260,3.0,1.0,2.0,3.0,2.0
1261,1.0,3.0,3.0,1.0,3.0
1262,3.0,1.0,3.0,2.0,1.0
1263,*,4.0,3.0,3.0,4.0
1264,2.0,4.0,3.0,2.0,2.0
1265,*,3.0,2.0,2.0,4.0
1266,2.0,3.0,2.0,3.0,3.0
1267,2.0,3.0,2.0,3.0,2.0
1268,3.0,3.0,1.0,3.0,4.0
1269,4.0,1.0,3.0,3.0,2.0
1270,3.0,2.0,4.0,1.0,1.0
1271,3.0,3.0,1.0,4.0,3.0
1272,3.0,4.0,2.0,3.0,1.0
1273,*,2.0,2.0,2.0,1.0
1274,1.0,2.0,3.0,3.0,1.0
1275,3.0,3.0,3.0,4.0,2.0
1276,3.0,2.0,3.0,4.0,4.0
1277,3.0,2.0,2.0,2.0,2.0
1278,2.0,3.0,1.0,3.0,3.0
1279,2.0,1.0,1.0,1.0,3.0
